,carat,cut,color,clarity,depth,table,price,x,y,z
3653,0.34,Very Good,I,VS2,62.1,57.0,477,4.44,4.48,2.77
3654,0.33,Premium,G,VS1,61.9,58.0,666,4.43,4.46,2.75
3655,0.8,Good,G,SI2,64.2,55.0,2246,5.89,5.83,3.76
3656,0.44,Good,J,VS1,63.1,57.0,694,4.83,4.87,3.06
3657,0.7,Very Good,H,IF,62.8,56.0,2882,5.62,5.65,3.54
3658,1.0,Ideal,G,VS1,62.7,54.0,6465,6.42,6.37,4.01
3659,0.32,Ideal,D,VVS1,61.9,56.0,1140,4.39,4.36,2.71
3660,0.32,Premium,G,VVS2,61.6,60.0,936,4.4,4.37,2.7
3661,1.09,Ideal,F,VVS2,62.0,56.0,10196,6.63,6.6,4.1
3662,2.2,Premium,H,SI2,58.2,59.0,11147,8.52,8.47,4.94
3663,0.76,Premium,E,SI2,61.5,58.0,2688,5.86,5.81,3.59
3664,0.23,Very Good,E,VVS2,61.1,59.0,505,3.94,3.98,2.42
3665,0.5,Premium,F,I1,60.5,60.0,770,5.15,5.07,3.1
3666,0.72,Very Good,G,SI2,61.9,59.0,2218,5.67,5.71,3.52
3667,0.28,Good,E,VS2,63.7,60.0,625,4.23,4.18,2.68
3668,3.01,Premium,F,I1,62.2,56.0,9925,9.24,9.13,5.73
3669,0.31,Ideal,G,VS2,61.4,56.0,574,4.34,4.37,2.67
3670,0.47,Good,F,VS1,64.0,60.0,1353,4.96,4.87,3.15
3671,0.73,Fair,G,SI1,65.5,56.0,2032,5.68,5.62,3.7
3672,0.72,Premium,D,SI1,61.8,58.0,2718,5.81,5.75,3.57
3673,0.77,Very Good,I,VS2,63.1,58.0,2391,5.86,5.7,3.65
3674,0.9,Good,H,VVS1,63.8,59.0,4763,6.13,6.09,3.9
3675,1.35,Ideal,J,SI1,61.9,56.0,6124,7.1,7.08,4.39
3676,0.4,Ideal,H,SI1,62.6,52.0,705,4.73,4.76,2.97
3677,1.02,Very Good,E,SI2,62.9,56.0,4398,6.36,6.43,4.02
3678,1.83,Premium,I,VS1,61.9,57.0,13711,7.91,7.85,4.88
3679,2.0,Ideal,H,SI2,61.5,57.0,12587,8.04,8.0,4.93
3680,0.9,Good,H,SI2,63.6,60.0,3193,6.11,6.06,3.87
3681,0.91,Ideal,E,SI2,61.8,53.0,3723,6.22,6.3,3.87
3682,0.35,Ideal,F,VS1,62.4,57.0,1011,4.52,4.49,2.81
3683,0.72,Very Good,G,VVS2,60.1,60.0,3449,5.79,5.82,3.49
3684,0.32,Ideal,E,VS2,62.0,55.0,702,4.38,4.46,2.74
3685,0.7,Ideal,E,SI1,62.4,55.0,2614,5.67,5.7,3.55
3686,0.72,Premium,G,SI2,59.1,61.0,1764,5.89,5.85,3.47
3687,0.7,Ideal,D,VS1,62.3,55.0,3840,5.64,5.68,3.53
3688,0.38,Good,D,VS2,63.4,55.0,871,4.63,4.67,2.95
3689,0.75,Premium,J,SI1,61.7,56.0,1958,5.92,5.81,3.62
3690,0.31,Ideal,F,VVS1,62.0,55.0,828,4.34,4.37,2.7
3691,0.3,Good,F,VS1,63.7,56.0,731,4.28,4.26,2.72
3692,0.54,Ideal,E,SI1,61.6,57.0,1410,5.23,5.26,3.23
3693,0.59,Ideal,E,SI1,61.7,56.0,1633,5.35,5.45,3.33
3694,0.26,Ideal,F,SI1,61.8,55.0,447,4.12,4.14,2.55
3695,1.23,Ideal,E,VVS2,61.7,57.0,12539,6.85,6.91,4.25
3696,0.51,Ideal,H,VS2,62.9,57.0,1397,5.07,5.1,3.2
3697,2.48,Very Good,I,SI2,63.0,62.0,17448,8.58,8.62,5.42
3698,0.5,Premium,D,SI1,62.1,58.0,1654,5.1,5.07,3.16
3699,0.87,Ideal,E,SI1,61.5,57.0,5112,6.12,6.15,3.77
3700,0.38,Ideal,E,SI1,61.0,56.0,694,4.68,4.69,2.86
3701,1.01,Very Good,E,VVS2,63.1,57.0,8849,6.31,6.39,4.01
3702,1.33,Very Good,H,SI2,60.8,59.0,6071,7.07,7.11,4.31
3703,0.83,Ideal,H,SI2,62.3,54.0,2565,6.04,6.07,3.77
3704,1.76,Premium,I,SI2,62.0,58.0,10043,7.76,7.72,4.8
3705,0.41,Premium,E,VS1,59.9,58.0,1153,4.88,4.83,2.91
3706,1.51,Premium,I,VS2,63.0,60.0,9116,7.3,7.25,4.58
3707,0.31,Very Good,I,VS2,61.6,56.0,468,4.36,4.39,2.69
3708,1.27,Premium,H,VS2,58.9,61.0,5832,7.09,7.03,4.16
3709,1.2,Very Good,I,SI1,62.6,57.0,5476,6.74,6.77,4.23
3710,0.3,Very Good,H,VVS1,63.4,55.0,878,4.3,4.28,2.72
3711,0.59,Good,G,VS1,60.4,61.2,1910,5.38,5.43,3.26
3712,1.52,Premium,F,VS1,61.0,58.0,15522,7.42,7.39,4.52
3713,1.05,Premium,F,SI2,61.1,59.0,3672,6.54,6.61,4.02
3714,1.0,Very Good,F,VS2,61.1,60.0,6619,6.36,6.43,3.91
3715,1.01,Premium,G,VS1,62.3,59.0,6499,6.38,6.42,3.99
3716,1.36,Ideal,F,SI2,62.0,56.0,7157,7.08,7.11,4.4
3717,1.0,Fair,H,VVS2,65.3,58.0,4312,6.25,6.18,4.06
3718,1.01,Premium,D,IF,61.6,56.0,16234,6.46,6.43,3.97
3719,0.51,Ideal,E,VS2,62.4,57.0,1656,5.1,5.13,3.19
3720,0.32,Ideal,D,VVS1,62.1,54.0,988,4.43,4.4,2.74
3721,0.33,Premium,G,VS1,60.1,61.0,854,4.48,4.44,2.68
3722,1.73,Premium,F,VS2,61.2,58.0,16975,7.76,7.69,4.73
3723,1.71,Ideal,G,VS1,62.2,55.0,17595,7.72,7.65,4.78
3724,0.32,Ideal,F,VS2,62.2,55.0,828,4.37,4.35,2.71
3725,0.38,Very Good,G,VVS1,61.3,57.0,995,4.62,4.68,2.85
3726,0.39,Ideal,G,VS1,62.6,55.0,1077,4.69,4.66,2.93
3727,0.3,Ideal,H,VVS2,61.5,56.0,605,4.33,4.35,2.67
3728,1.68,Ideal,H,VS2,61.3,56.0,13427,7.77,7.67,4.73
3729,1.01,Good,I,SI1,63.6,55.0,3959,6.39,6.31,4.04
3730,0.5,Premium,J,SI1,60.7,58.0,1125,5.13,5.11,3.11
3731,0.3,Good,G,VS2,63.5,54.0,526,4.25,4.28,2.71
3732,0.36,Ideal,G,VS1,61.5,58.0,725,4.59,4.61,2.83
3733,1.51,Very Good,G,VS2,59.3,58.0,11161,7.32,7.49,4.39
3734,1.0,Very Good,E,SI1,63.3,57.0,5113,6.28,6.32,3.99
3735,0.32,Ideal,F,IF,61.2,57.0,949,4.4,4.42,2.7
3736,0.33,Ideal,E,VS1,59.6,56.0,781,4.49,4.54,2.69
3737,2.0,Premium,G,SI2,60.8,55.0,13007,8.09,7.95,4.88
3738,0.43,Premium,F,VS2,61.1,57.0,968,4.9,4.86,2.98
3739,1.19,Premium,J,SI1,63.0,54.0,4498,6.82,6.74,4.27
3740,0.51,Ideal,D,VVS1,61.7,56.0,2797,5.12,5.16,3.17
3741,0.7,Ideal,G,VS1,60.9,56.0,2995,5.76,5.8,3.52
3742,1.33,Ideal,J,VS1,62.5,58.0,6449,6.99,7.03,4.38
3743,0.52,Very Good,H,VS2,63.5,58.0,1385,5.12,5.11,3.25
3744,0.91,Premium,G,SI1,61.8,60.0,3975,6.21,6.18,3.83
3745,0.9,Very Good,I,SI1,62.3,56.0,3308,6.12,6.18,3.83
3746,0.9,Ideal,J,VS2,62.5,57.0,3255,6.16,6.26,3.88
3747,0.72,Ideal,F,VS1,61.4,56.0,3759,5.75,5.79,3.54
3748,0.91,Very Good,F,SI1,62.2,57.0,4108,6.19,6.25,3.87
3749,0.51,Ideal,E,SI1,61.5,55.0,1438,5.16,5.18,3.18
3750,1.51,Very Good,F,VVS1,62.6,59.0,18777,7.33,7.24,4.56
3751,1.25,Ideal,J,VS2,62.6,54.0,5067,6.94,6.9,4.33
3752,0.45,Fair,F,SI1,66.8,59.0,794,4.79,4.63,3.16
3753,0.3,Ideal,F,VS2,61.6,57.0,605,4.28,4.32,2.65
3754,1.03,Ideal,H,SI2,60.6,56.0,4283,6.53,6.63,3.99
3755,0.7,Very Good,G,SI2,63.3,57.0,1814,5.61,5.51,3.52
3756,0.35,Ideal,D,SI1,62.3,55.0,644,4.51,4.54,2.82
3757,2.33,Ideal,I,VS2,62.0,57.0,17504,8.52,8.45,5.26
3758,2.13,Ideal,J,VS2,62.1,55.0,15258,8.23,8.29,5.13
3759,0.39,Ideal,G,SI2,61.2,56.0,603,4.71,4.73,2.89
3760,0.81,Ideal,H,VS1,61.8,58.0,3257,5.97,6.04,3.71
3761,0.33,Ideal,D,VVS2,60.3,57.0,1062,4.52,4.47,2.71
3762,1.03,Fair,H,SI2,66.3,57.0,3749,6.35,6.25,4.18
3763,0.53,Ideal,F,SI2,61.7,56.0,1142,5.23,5.24,3.23
3764,0.31,Very Good,G,VS2,58.8,62.0,471,4.4,4.41,2.59
3765,0.31,Very Good,G,VS2,60.9,57.0,559,4.37,4.39,2.67
3766,0.77,Ideal,D,VS1,62.2,55.0,4039,5.85,5.88,3.65
3767,1.8,Ideal,H,VS1,62.3,56.0,15105,7.79,7.76,4.84
3768,0.91,Premium,F,SI2,58.9,61.0,3546,6.36,6.33,3.74
3769,0.8,Very Good,F,SI1,63.5,58.0,3082,5.89,5.85,3.73
3770,0.55,Ideal,G,VVS2,60.8,56.9,2064,5.27,5.31,3.22
3771,1.2,Very Good,I,VS1,62.4,56.0,6167,6.78,6.74,4.22
3772,0.43,Ideal,H,IF,61.9,55.0,1151,4.87,4.89,3.02
3773,0.7,Very Good,G,VS1,62.8,57.0,2475,5.63,5.68,3.55
3774,0.37,Ideal,E,VS2,61.9,53.0,811,4.62,4.65,2.87
3775,0.41,Premium,F,VS1,60.8,58.0,1076,4.82,4.76,2.91
3776,0.55,Ideal,I,VVS1,61.7,56.0,1593,5.24,5.29,3.25
3777,0.31,Ideal,E,VVS1,60.5,57.0,942,4.38,4.41,2.66
3778,0.9,Premium,E,VS2,61.4,57.0,4435,6.19,6.16,3.79
3779,0.9,Ideal,I,SI1,62.0,56.0,3537,6.16,6.23,3.84
3780,0.5,Ideal,D,VVS2,60.7,57.0,2376,5.2,5.15,3.14
3781,0.55,Very Good,E,SI1,61.0,61.0,1551,5.25,5.3,3.22
3782,0.9,Good,H,VS1,64.0,59.0,3669,6.05,6.01,3.86
3783,1.51,Premium,G,VS1,59.5,59.0,14156,7.45,7.41,4.42
3784,0.32,Ideal,I,VS1,60.9,56.7,529,4.41,4.44,2.69
3785,1.0,Premium,F,VVS2,60.6,54.0,8924,6.56,6.52,3.96
3786,1.24,Ideal,G,VVS2,61.4,58.0,10395,6.88,6.92,4.24
3787,0.91,Premium,H,SI1,60.2,52.0,2935,6.27,6.15,3.74
3788,0.31,Ideal,G,IF,61.0,57.0,891,4.36,4.39,2.67
3789,0.44,Good,D,VS2,63.6,56.0,1009,4.81,4.84,3.07
3790,0.53,Ideal,E,VVS2,62.0,58.0,2230,5.16,5.2,3.21
3791,0.31,Premium,G,SI1,61.4,58.0,593,4.35,4.31,2.66
3792,1.0,Premium,F,SI1,59.4,62.0,3881,6.55,6.52,3.88
3793,0.54,Ideal,E,SI2,60.4,57.0,1340,5.33,5.27,3.2
3794,0.51,Ideal,H,IF,59.6,59.0,2063,5.2,5.24,3.11
3795,0.43,Ideal,F,VVS2,62.2,55.0,1169,4.83,4.85,3.01
3796,1.03,Ideal,F,SI2,61.9,56.0,4280,6.47,6.43,3.99
3797,0.7,Fair,D,SI2,67.8,58.0,1770,5.51,5.44,3.71
3798,0.34,Premium,F,VS2,60.7,60.0,686,4.46,4.5,2.72
3799,0.42,Premium,F,SI1,60.6,61.0,926,4.87,4.83,2.94
3800,0.9,Very Good,G,VS2,60.5,60.0,4296,6.2,6.24,3.76
3801,0.32,Ideal,E,VS2,61.4,57.0,780,4.46,4.4,2.72
3802,1.5,Ideal,G,SI1,61.0,57.0,12009,7.38,7.41,4.51
3803,0.32,Premium,G,IF,62.0,60.0,1020,4.41,4.37,2.72
3804,1.0,Good,I,VS2,62.6,59.0,4081,6.28,6.33,3.95
3805,0.62,Premium,E,SI2,60.7,58.0,1271,5.53,5.51,3.35
3806,0.52,Premium,E,SI2,61.1,57.0,1088,5.23,5.12,3.16
3807,1.0,Fair,G,SI2,70.2,58.0,2326,6.0,5.73,4.13
3808,1.01,Very Good,E,VS2,61.7,56.0,5777,6.41,6.45,3.97
3809,1.12,Ideal,J,SI2,62.5,57.0,4325,6.63,6.59,4.13
3810,0.51,Very Good,G,VVS2,63.1,58.0,1974,5.11,5.07,3.21
3811,0.39,Good,I,VS1,63.1,58.0,737,4.68,4.61,2.93
3812,2.03,Premium,G,VS2,60.9,59.0,18166,8.17,8.14,4.97
3813,0.7,Very Good,J,SI2,63.2,60.0,1959,5.58,5.62,3.54
3814,1.51,Premium,H,VS2,61.2,59.0,7534,7.4,7.38,4.52
3815,0.54,Ideal,E,VS2,61.0,56.0,1847,5.28,5.25,3.21
3816,1.65,Ideal,J,SI1,62.5,56.0,8334,7.59,7.54,4.73
3817,2.0,Good,G,SI2,64.3,56.0,12654,7.93,7.89,5.09
3818,1.04,Ideal,H,VS2,61.0,57.0,5189,6.56,6.53,3.99
3819,0.51,Ideal,D,VS1,61.9,57.0,2177,5.17,5.14,3.19
3820,0.7,Premium,H,I1,60.0,59.0,1621,5.8,5.77,3.47
3821,0.39,Premium,J,VS1,61.0,62.0,790,4.71,4.66,2.86
3822,0.7,Very Good,G,SI1,62.1,58.0,2106,5.66,5.7,3.53
3823,0.38,Ideal,D,VS1,62.0,57.0,882,4.69,4.7,2.91
3824,1.04,Ideal,E,SI2,62.0,55.0,4892,6.51,6.48,4.03
3825,1.05,Ideal,F,VS2,59.1,57.0,7697,6.67,6.66,3.94
3826,0.57,Ideal,G,VS1,61.3,56.0,1851,5.34,5.36,3.28
3827,0.32,Ideal,G,VS1,62.4,56.0,679,4.37,4.38,2.73
3828,0.43,Premium,F,VS2,61.0,57.0,968,4.87,4.84,2.96
3829,1.04,Very Good,G,IF,61.7,58.0,8225,6.47,6.6,4.03
3830,0.71,Very Good,H,VS1,62.6,58.0,2423,5.72,5.75,3.59
3831,0.9,Ideal,F,SI1,62.4,56.0,3992,6.22,6.18,3.87
3832,0.38,Ideal,D,VVS1,61.3,56.0,1400,4.65,4.71,2.87
3833,0.73,Ideal,G,SI2,61.1,57.0,2376,5.8,5.82,3.55
3834,0.6,Good,F,SI1,63.7,61.0,1367,5.24,5.21,3.33
3835,1.0,Very Good,E,IF,62.5,55.0,11214,6.28,6.39,3.96
3836,0.31,Premium,G,VVS1,62.1,59.0,1046,4.35,4.32,2.69
3837,0.38,Ideal,H,VVS2,62.2,54.6,832,4.62,4.66,2.89
3838,0.76,Fair,H,I1,64.5,57.0,1140,5.79,5.76,3.73
3839,0.77,Ideal,F,VS1,61.9,54.0,3750,5.91,5.94,3.66
3840,0.26,Very Good,E,VVS1,61.4,55.0,532,4.12,4.16,2.54
3841,2.26,Premium,H,SI1,60.3,58.0,18426,8.56,8.51,5.15
3842,1.51,Fair,I,I1,65.7,61.0,5074,7.08,7.02,4.63
3843,1.5,Premium,E,VS2,61.8,59.0,14925,7.38,7.31,4.54
3844,1.13,Very Good,E,SI2,63.4,59.0,5147,6.53,6.59,4.16
3845,0.7,Premium,G,VS2,62.2,61.0,2657,5.59,5.54,3.46
3846,1.1,Good,D,SI2,57.0,62.0,4361,6.91,6.84,3.92
3847,0.7,Premium,J,SI1,62.8,59.0,1844,5.65,5.6,3.53
3848,1.22,Premium,G,SI2,61.6,62.0,5226,6.79,6.75,4.17
3849,1.0,Good,E,SI2,61.0,61.0,4394,6.37,6.44,3.91
3850,1.5,Good,F,I1,63.7,59.0,3864,7.29,7.18,4.62
3851,1.61,Premium,J,VS2,61.7,59.0,7844,7.51,7.46,4.62
3852,0.31,Premium,F,VS2,61.3,59.0,625,4.31,4.34,2.65
3853,1.14,Premium,F,SI2,62.9,59.0,4737,6.64,6.62,4.17
3854,1.0,Very Good,E,SI2,62.6,58.0,4426,6.33,6.39,3.98
3855,1.59,Premium,J,SI1,62.5,60.0,7836,7.46,7.42,4.65
3856,0.33,Ideal,G,IF,62.7,56.0,861,4.39,4.44,2.77
3857,0.34,Ideal,I,SI1,60.2,57.0,589,4.54,4.5,2.72
3858,0.31,Ideal,E,VVS2,61.4,57.0,791,4.37,4.39,2.69
3859,0.3,Good,D,VS2,63.1,58.0,568,4.26,4.3,2.7
3860,0.51,Good,H,SI2,56.7,60.0,1060,5.38,5.35,3.04
3861,0.76,Premium,G,SI2,58.8,59.0,1676,5.97,5.93,3.5
3862,0.4,Ideal,E,VS2,62.4,56.0,975,4.74,4.71,2.95
3863,0.57,Ideal,E,SI1,61.9,56.0,1728,5.35,5.32,3.3
3864,1.28,Ideal,G,SI2,61.8,56.0,6833,6.95,6.99,4.31
3865,0.23,Very Good,E,IF,59.9,58.0,492,3.98,4.03,2.4
3866,1.71,Premium,I,VS2,62.4,61.0,9384,7.67,7.59,4.76
3867,1.31,Ideal,G,VVS1,61.1,57.0,11247,7.06,7.01,4.3
3868,0.56,Premium,I,VVS1,60.6,59.0,1622,5.29,5.33,3.22
3869,1.0,Good,F,IF,60.7,64.0,9660,6.42,6.4,3.89
3870,0.33,Ideal,G,VVS1,62.0,56.0,868,4.45,4.48,2.77
3871,0.52,Ideal,D,VVS2,61.4,56.0,2302,5.23,5.2,3.2
3872,0.37,Ideal,G,VS2,60.5,56.0,809,4.65,4.68,2.82
3873,0.3,Ideal,F,VS2,62.3,58.0,569,4.26,4.23,2.64
3874,2.01,Premium,I,VS2,61.1,60.0,17592,8.12,8.06,4.94
3875,0.71,Ideal,E,SI1,61.1,57.0,3128,5.75,5.77,3.52
3876,0.5,Good,G,VVS2,63.8,56.0,1715,5.03,5.06,3.22
3877,1.0,Very Good,E,VVS2,61.0,62.0,8638,6.4,6.46,3.92
3878,0.72,Ideal,J,VS1,62.7,57.0,2112,5.74,5.71,3.59
3879,0.31,Ideal,D,SI1,61.2,57.0,684,4.38,4.34,2.67
3880,1.68,Ideal,E,SI2,60.4,55.0,11781,7.7,7.79,4.68
3881,0.54,Premium,G,VS2,62.7,58.0,1637,5.19,5.15,3.24
3882,1.07,Ideal,F,SI2,61.6,57.0,5405,6.56,6.53,4.03
3883,2.29,Premium,G,SI2,62.4,60.0,15366,8.41,8.36,5.23
3884,1.04,Premium,F,VS2,60.1,59.0,6458,6.61,6.56,3.96
3885,1.5,Premium,E,SI2,63.0,59.0,9072,7.24,7.18,4.54
3886,1.5,Good,E,SI2,63.3,57.0,9281,7.31,7.33,4.63
3887,0.31,Good,I,VS1,63.8,56.0,628,4.32,4.27,2.74
3888,1.3,Fair,J,SI1,66.0,57.1,5488,6.73,6.82,4.45
3889,0.3,Ideal,I,VVS1,62.1,56.0,552,4.3,4.33,2.68
3890,0.76,Ideal,E,SI1,61.3,55.0,3584,5.87,5.91,3.61
3891,0.43,Premium,G,VVS1,62.2,58.0,1207,4.78,4.83,2.99
3892,1.02,Good,H,SI2,60.3,63.0,4517,6.45,6.49,3.9
3893,0.36,Ideal,E,SI1,62.1,56.0,810,4.59,4.56,2.84
3894,0.34,Ideal,G,VS1,61.4,56.0,657,4.52,4.54,2.78
3895,0.42,Ideal,H,VVS1,61.8,55.0,969,4.8,4.85,2.98
3896,0.39,Good,G,VVS1,61.6,61.0,1041,4.71,4.74,2.91
3897,0.37,Premium,F,VS2,61.0,58.0,957,4.63,4.61,2.82
3898,1.01,Good,E,SI1,64.3,59.0,4106,6.28,6.31,4.05
3899,1.01,Good,E,VS2,62.5,58.0,6221,6.32,6.36,3.96
3900,1.0,Ideal,F,SI2,61.8,57.0,4197,6.36,6.45,3.96
3901,0.93,Ideal,E,SI1,59.6,57.0,4700,6.37,6.42,3.81
3902,1.7,Premium,D,SI1,61.9,59.0,15238,7.64,7.61,4.72
3903,0.38,Premium,D,VS1,62.4,59.0,1067,4.6,4.63,2.88
3904,0.9,Very Good,G,SI2,64.2,56.0,-1,6.04,6.11,3.9
3905,0.6,Very Good,F,VS2,60.8,56.0,2270,5.45,5.48,3.32
3906,0.3,Ideal,J,VVS2,62.3,58.0,439,4.26,4.28,2.66
3907,1.22,Premium,G,VS2,61.8,58.0,8213,6.84,6.91,4.25
3908,0.39,Very Good,F,VS2,60.1,56.0,832,4.77,4.82,2.88
3909,0.3,Ideal,G,VS1,62.9,57.0,776,4.31,4.28,2.7
3910,1.01,Good,F,VVS1,63.2,56.0,9012,6.33,6.39,4.02
3911,2.09,Very Good,F,SI2,60.2,61.0,15773,8.32,8.29,5.0
3912,1.0,Very Good,G,VVS2,59.5,61.0,7453,6.42,6.46,3.83
3913,0.51,Ideal,G,SI2,61.3,55.0,1094,5.17,5.19,3.17
3914,0.53,Ideal,E,VS2,61.9,56.0,1813,5.21,5.19,3.22
3915,0.48,Very Good,D,IF,60.6,55.0,2677,5.08,5.12,3.09
3916,2.0,Very Good,H,SI1,60.9,58.0,16280,8.07,8.15,4.94
3917,1.04,Good,F,SI1,63.4,59.0,5045,6.4,6.44,4.07
3918,0.51,Ideal,D,SI1,62.6,57.0,1619,5.11,5.08,3.19
3919,1.03,Ideal,F,I1,61.1,55.0,3444,6.51,6.54,3.99
3920,0.71,Very Good,H,SI1,61.2,56.0,2076,5.69,5.72,3.49
3921,0.91,Good,E,I1,57.7,63.0,2225,6.3,6.35,3.65
3922,1.09,Very Good,G,SI1,60.2,60.0,5305,6.66,6.7,4.02
3923,1.01,Premium,G,VS2,59.2,59.0,6108,6.59,6.52,3.88
3924,1.22,Premium,J,SI2,62.1,59.0,4509,6.82,6.77,4.22
3925,0.41,Good,F,SI1,63.1,59.0,705,4.7,4.75,2.98
3926,0.31,Very Good,G,VS2,61.0,56.0,544,4.35,4.37,2.66
3927,0.71,Premium,G,VS1,60.9,58.0,2694,5.77,5.73,3.5
3928,0.41,Ideal,F,SI1,61.6,57.0,705,4.78,4.8,2.95
3929,1.04,Premium,G,VS2,62.2,58.0,6122,6.49,6.4,4.01
3930,0.36,Ideal,F,SI1,61.5,57.0,770,4.59,4.55,2.81
3931,1.0,Fair,F,SI2,65.7,61.0,3443,6.13,6.11,4.02
3932,2.01,Fair,E,SI2,62.1,66.0,14948,7.99,7.92,4.94
3933,1.1,Ideal,F,VS1,61.5,56.0,9669,6.63,6.66,4.09
3934,1.71,Premium,H,VS1,62.1,59.0,10457,7.63,7.55,4.71
3935,0.3,Very Good,E,VS2,61.5,58.0,640,4.28,4.31,2.64
3936,0.9,Good,G,SI1,63.7,58.0,3734,6.09,6.12,3.89
3937,0.25,Very Good,F,VVS1,62.9,55.0,633,4.04,4.06,2.55
3938,0.35,Ideal,D,VS2,62.3,55.0,829,4.52,4.54,2.82
3939,1.01,Very Good,F,SI2,62.4,58.0,4416,6.37,6.41,3.99
3940,0.3,Very Good,F,VS2,62.9,57.0,605,4.26,4.29,2.69
3941,0.54,Ideal,G,VS1,61.3,57.0,1754,5.25,5.28,3.23
3942,1.57,Premium,H,VS2,61.0,59.0,11575,7.54,7.5,4.59
3943,0.27,Ideal,H,VS1,62.3,54.0,500,4.16,4.19,2.6
3944,0.43,Ideal,I,VVS1,60.6,57.0,1120,4.88,4.94,2.97
3945,0.3,Very Good,D,VS2,62.8,57.0,710,4.29,4.31,2.7
3946,1.2,Very Good,F,VVS2,63.8,58.0,10173,6.67,6.69,4.26
3947,0.4,Premium,D,SI2,63.0,59.0,798,4.69,4.64,2.94
3948,0.51,Ideal,E,SI1,62.4,55.0,1343,5.09,5.14,3.19
3949,0.71,Premium,D,VS2,62.1,60.0,2950,5.72,5.68,3.54
3950,0.3,Premium,I,VS1,60.8,59.0,608,4.32,4.3,2.62
3951,1.01,Very Good,G,VS1,63.5,59.0,6529,6.36,6.31,4.02
3952,0.32,Ideal,J,SI1,61.8,54.9,384,4.39,4.42,2.72
3953,2.2,Ideal,H,SI2,60.0,58.0,16530,8.47,8.5,5.09
3954,0.7,Premium,F,SI2,61.6,60.0,1597,5.78,5.68,3.53
3955,0.77,Ideal,G,VS2,62.1,56.0,3114,5.85,5.88,3.64
3956,1.01,Good,F,VS2,63.1,59.0,5817,6.31,6.37,4.0
3957,0.5,Ideal,I,SI2,62.2,53.0,895,5.11,5.14,3.19
3958,0.5,Ideal,E,SI2,62.4,57.0,1240,5.07,5.03,3.15
3959,1.21,Ideal,J,VS2,59.6,57.0,4968,6.98,6.94,4.15
3960,2.0,Premium,F,SI1,58.8,61.0,17172,8.29,8.23,4.86
3961,1.35,Premium,J,SI1,61.1,61.0,5715,7.13,7.1,4.35
3962,1.02,Premium,G,SI1,62.3,59.0,4718,6.44,6.4,4.0
3963,1.02,Very Good,F,VVS1,62.4,58.0,8990,6.38,6.41,3.99
3964,0.31,Ideal,H,SI1,61.5,56.5,457,4.34,4.36,2.67
3965,0.39,Ideal,E,VVS1,60.8,58.0,1183,4.72,4.76,2.88
3966,1.2,Ideal,I,VS1,62.1,56.5,6210,6.8,6.84,4.23
3967,1.01,Very Good,F,SI1,62.7,56.0,4812,6.37,6.39,4.0
3968,0.43,Premium,F,SI1,60.6,59.0,1016,4.87,4.84,2.94
3969,1.0,Ideal,G,VS1,62.9,57.0,6290,6.36,6.32,3.99
3970,2.03,Ideal,G,SI1,62.0,57.0,14637,8.1,8.05,5.01
3971,1.01,Good,G,VS1,63.8,57.0,6882,6.38,6.35,4.06
3972,0.79,Ideal,D,SI1,61.2,57.0,3605,5.94,5.98,3.65
3973,1.51,Premium,D,SI2,63.0,62.0,9894,7.28,7.23,4.57
3974,0.91,Very Good,E,SI2,60.5,59.0,3986,6.26,6.34,3.81
3975,0.3,Premium,F,VS2,61.6,58.0,605,4.29,4.31,2.65
3976,0.56,Good,D,SI2,63.2,54.0,1258,5.24,5.26,3.32
3977,1.2,Ideal,H,SI1,62.2,58.0,6569,6.81,6.77,4.22
3978,0.36,Very Good,F,VS2,63.1,57.0,708,4.53,4.51,2.85
3979,1.5,Good,G,SI1,63.7,59.0,10428,7.19,7.23,4.59
3980,0.41,Very Good,H,VS2,63.4,58.0,-1,4.77,4.66,2.99
3981,0.72,Ideal,I,VVS2,61.6,57.0,2602,5.73,5.76,3.54
3982,0.35,Premium,H,VS1,62.6,58.0,788,4.52,4.49,2.82
3983,1.2,Good,E,SI2,63.3,55.0,5544,6.73,6.77,4.27
3984,0.31,Good,H,VS1,64.0,59.0,698,4.28,4.25,2.73
3985,0.9,Premium,H,VVS1,62.3,59.0,4890,6.15,6.09,3.81
3986,0.72,Good,F,SI1,63.9,62.0,2229,5.7,5.63,3.62
3987,0.32,Very Good,H,VS1,63.0,57.0,561,4.37,4.39,2.76
3988,1.03,Very Good,E,SI2,60.7,63.0,4326,6.48,6.44,3.92
3989,0.7,Very Good,J,VS2,63.3,58.0,2044,5.61,5.63,3.56
3990,0.9,Premium,I,SI1,63.0,60.0,3377,6.08,5.99,3.8
3991,1.01,Ideal,E,VS1,60.4,59.0,7458,6.52,6.5,3.93
3992,0.42,Very Good,E,SI1,62.8,59.0,773,4.74,4.78,2.99
3993,1.51,Ideal,E,SI2,60.5,57.0,10935,7.38,7.42,4.48
3994,0.91,Premium,H,SI1,60.9,58.0,3414,6.26,6.22,3.8
3995,2.1,Very Good,J,VS2,61.3,59.0,14229,8.21,8.27,5.05
3996,0.3,Premium,D,VS1,60.2,59.0,610,4.39,4.42,2.65
3997,1.58,Ideal,J,VVS1,61.5,56.0,10357,7.48,7.5,4.61
3998,0.72,Good,G,SI2,63.7,59.0,2333,5.74,5.65,3.63
